index,comment,n_star,date_time,label,sentiment_label,label_id
507,máy mua gần 1 tháng wifi mạnh 4 g mạnh vậy mà lên chẳng noi ram 8 g y_như 2 g vậy điện_thoại sử_lý rất cham,1,5/3/2020,{FEATURES#Positive};{PERFORMANCE#Negative};,negative,0
508,tôi mua từ 15 đến này đung khá tốt với tâm tiền này là được đây chưa thay lời làm_gì cả đã thế được mấy em bên thế_giới di_động hỗ_trợđã xình lại còn nói nhanh như giờ,5,27/05/2020,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
509,mới mua dk hơn 1 tuần đánh_giá thì pin trâu chụp hình_dk nhưng không biết tsao chơi liên_quân bị đơ giữa_chừng đang vào trânj máy không vào dk phải thoát ra_vào lại không biết đó bị j,3,23/03/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Negative};,neutral,2
510,nhận máy hơn 2 tuần mọi thứ đều tốt_mượt xuất_sắc luông trước xài iphone chuyển qua s20 ultra lướt sướng luông áh,5,4/5/2020,{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,positive,1
511,sản_phẩm xài mấy ngày đầu thì tốt lắm nhưg quá 1 tháng rồi xài hk êmliên_quân bị lắc 3 g lúc được lúc hk_cục sạc xài chưa j bị đen đầu_ra đổi lại hk được mìh mua góp giờ muốn đổi lại điện_thoại khác cug hk được mih chịu lỗ 80 vậy ma cug hk được nhân_viên noi nào góp xg mới đổi được moi đầu mua điện_thoại nhân_viên noi nếu xài 1 2 thág j đó mih muốn đổi điện_thoại khác thì fai mất phí giờ thì noi fai góp xg_moi cho đổi,1,24/03/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};{SER&ACC#Negative};,negative,0
512,máy chơi game tốt không nóng chụp hình tốt nhưng đa_nhiệm lúc chơi game màn_hình ngang mà thoát ra về màn_hình chính hay xóa đa_nhiệm game đó thì có_khi bị đơ tầm 4 giây mới hoạt_động tiếp được pin của máy tuy dung_lượng cáo 5020 mah nhưng lại bị tụt độ chai_pin khá nhanh mới mua về 1 tháng độ chai còn 88,4,7/5/2020,{CAMERA#Positive};{BATTERY#Negative};{PERFORMANCE#Neutral};,positive,1
513,mới mua ngày mùng 5 tháng 3 năm 2020 thật không_thể tin nổi_mày rất tuyệt_vời chính tôi cũng không_thể tin nổi khi mình đã mua được em nó,5,9/3/2020,{GENERAL#Positive};{OTHERS};,positive,1
514,quá kém máy không tải được ứng_dụng mà mới mua chưa được 1 tháng đề_nghị xem_lại mạng thì lâu_lâu thì mất sóng còn lại cx tốt nhưng cần khắc_phục lỗi_mạng và cửa_hàng play nhân_viên phục_dụ cũng nhiêt_tình,1,19/07/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};{SER&ACC#Neutral};,negative,0
515,quá tốt trong tầm giá tốt quá tốt nhưng chỉ tiếc là không có sạc nhanh nếu có sạc nhanh mà thêm chút tiền nữa cũng được,5,13/03/2020,{BATTERY#Neutral};{PRICE#Neutral};{GENERAL#Positive};,positive,1
516,điện_thoại lúc đầu thì bình_thường mà sau 3 4 tháng thì bắt_đầu tốn pin kinh_khủng bàn_phím bị giật và wifi_yếu để qua đêm có mở wifi thì bị tuột gần 30 thất_vọng thật_sự,1,18/03/2020,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};,negative,0
517,mau hết pin quá xài dở_kém quảng_cáo thì như đúng rồi 4500 mà xài thua huawei 3000 mấy trăm nữa đúng là hết nói,1,9/1/2020,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};,negative,0
518,máy ngon_cấu_hình mạnh camera đẹp pin đủ dùng trong 1 ngày không có hiện_tượng giực lang tóc độ quét 90 hz chơi game phê_lòi sạt nhanh 65 w thật kinh_khủng 1 lên 100 chỉ 40 phut là đầynoi chung không có gì để chê,5,2 tuần trước,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
519,các b nói sao tôi xài hơn 1 nam cảm_ứng nhạy_pin trâu sạc nhanh game lien quân bubg mượt chụp hình_đep nói_chung máy vậy quá tốt vừa túi_tiền,5,7 ngày trước,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,positive,1
520,mình đã nhận được hàng tại điện_máy xanh_ninh hòa rồisau ngày sử_dụng mình thấy pin trâu lắm bên cạnh đó thì sóng điện_thoại sim 2 tụt quá có lúc có một nất thôi lúc đầu mình mua máy xaomi tầm 3 tr cũng bị như_thế người khác gọi không được nên khi máy này ra mình lại mua máy này vì thấy rất nhiều tính_năng rất tốt mình đang dùng xaomi k20 pro không bị tình_trạng như mất sóng mình rất ủng_hộ xaomi nhưng khi nhận thấy tình_trạng như_vậy rất thất_vọng xaomi tầm_trung này mình có_thể đổi máy khác được không mình mới dùng 1 ngày thôi máy xaomi 3 tr mình không biết vì sao người khác gọi không được khi tìm_hiểu nguyên_nhân được thì máy quá ngày đổi rồi nên phải bỏ,1,5/4/2020,{FEATURES#Negative};{BATTERY#Positive};{GENERAL#Negative};{SER&ACC#Negative};{OTHERS};,negative,0
521,sản_phẩm tốt phục_vụ chu_đáo mà a cho em hỏi máy này có hỗ_trợ xạc không dây không anh,5,9/7/2020,{BATTERY#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
522,thất_vọng về con này không đáng với tầm_giá cảm_ứng vân tay nhận_diện khuôn_mặt rất chậm và lỗi pin 4500 nhưng rất mau_tuột mới sạc xong rút ra tuột 2 đổi từ j7 pro qua con này cảm_thấy thua cả j7pro quá đáng_tiết cho một chiếc điện_thoại trong tầm_giá đổi lại được cây_bút tiện_lợi và camera rất nét khi quay video hình_dáng đẹp,2,14/07/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};{PRICE#Neutral};{GENERAL#Negative};{SER&ACC#Positive};,negative,0
523,mới mua hôm 2272020 tất_cả mọi thứ về phần_mềm điều_ổnchỉ có mỗi pin là tụt hơi nhanhko biết là nó như_thế hay_là do máy nữaai mua để không cho ngày dài thì được chứ pin nayd dùng chắc buổi sáng là hết rồi,3,23/07/2020,{BATTERY#Negative};{PERFORMANCE#Positive};,neutral,2
524,bắt wifi_yếu dùng cùng wifi với con iphone 8 con iphone xem youtube ầm_ầm con 9 s này đứng đơ luôn loa ngoài quá nhỏ và rè điện_thoại rung_yếu được cái pin dùng 3 ngày xác nhanh,2,2 tuần trước,{FEATURES#Negative};{BATTERY#Positive};,negative,0
525,mới mua được 2 h máy cảm_giác nặngdày mọi thứ vẫn chưa thử,3,1/5/2020,{DESIGN#Neutral};,neutral,2
526,màn_hình 90 hz mượt_vãi pubg lên 60 fps pin sạc nhanh chơi trước quạt cũng không quá nóng sản_phẩm tuyệt_vời,5,8/6/2020,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
527,minh đang xài reno 2 f chuyển qua reno 4 thấy vân tay nhạy hơn pin còn mới thì lau hết sau_này không bit sao chip 720 g cung mạnh mượt hơn p70 nhìu máy đẹp mỗi tội máy làm từ nhựa thấy không thik bằng reno 2 f màng_hình củng_nhỏ hơn tí nhân_viên tgdđ thì tốt khỏi pai nói,5,11/8/2020,{SCREEN#Negative};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Negative};{SER&ACC#Positive};,positive,1
528,mọi thứ đều okmáy hơi giật nhưng trước giờ dùng android nhiều nên thấy thế cũng chấp_nhận đượctrừ 1 cái là vân tay kém,4,13/01/2020,{FEATURES#Negative};{PERFORMANCE#Neutral};{GENERAL#Positive};,positive,1
529,điện_thoại của mình mới mua được hơn 7 tháng máy lúc_nào cũng bị nóng nghe nhạc onl_face hay cho game hoặc sạc là máy nóng xong giật giật nó bị từ lúc mới mua được 12 tuần cũng điện_thoại này thằng e mình mua sau mấy tháng điện_thoại nó không nóng_xíu nào không giật_giật cho mình hỏi cái này có phải do lỗi từ trước không,3,8/6/2020,{PERFORMANCE#Negative};{OTHERS};,neutral,2
530,mới mua máy xiaomi note 7 1 ngày nên vẫn chưa biết máy có thật_sự tốt hay không cảm_nhận trước là loa to rõ pin sạc nhanh 20100 đúng 2 tiếng pin không đến mức trâu nhưng dùng tốt nhưng ấn_tượng mạnh về cách phục_vụ của thế_giới di_động,5,29/07/2019,{FEATURES#Positive};{BATTERY#Positive};{SER&ACC#Positive};,positive,1
531,về pin do sử_dụng màn_hình fullhd_plus nên pin chỉ ở mức trung_bình camera sau thì trong phân_khúc này thì có_thể xem là tốt camera trước thì tốt hiệu_năng chơi game tốt máy trang_bị con chíp thế_hệ mới nên có vài tựa game chưa được tối_ưu như các dòng chíp cũ điểm antutu khoảng 270000 điểm giao_diện đẹp nói_chung đây là một máy đáng mua trong tầm giá còn độ bền thì chưa biết được sẽ đánh_giá lại sau một thời_gian dùng thử cuối_cùng là mình rất hài_lòng về thái_độ cũng như sự phục_vụ chu_đáo của nhân_viên rất có cảm_tình vote 5,5,18/11/2019,{SCREEN#Neutral};{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,positive,1
532,máy android là 1 dạng tùy_biến không có gg với các ứng_dụng của gg thì càng tốt thích hì_cài cùng đơn_giản mà ghét mỗi nhà huawei dùng con chip lởm_cấu_hình cùi so với hãng xiaomi và vismat thì quá max,1,1/6/2020,{OTHERS};,negative,0
533,máy này sao toàn bị lổi cục rừng không vậy máy không hiển_thị các thông_báo trên ứng_dụng,3,3/8/2020,{PERFORMANCE#Negative};{OTHERS};,neutral,2
534,sau 1 thag sử_dụng thấy máy xuống pin nhanh hay bị giật đặc_biệt vào tra từ_điển thật_sự thấy không đáng đồng_tiền camera thì tối vài đánh_giá chân_thật nhất,1,18/06/2019,{CAMERA#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Negative};{OTHERS};,negative,0
535,máy dùng ngón trong tầm_giá mọi thứ đều tốt đặc_biệt là pin trâu dùng thả ga sạc nhanh,5,13/04/2020,{BATTERY#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
536,sao mk sử_dụng được 1 thời_gian có 3 game mk_tải là liên_quân free fire pubg tất_cả đều không vô được là sao tư_vấn giúp mk,4,16/08/2020,{PERFORMANCE#Negative};,positive,1
537,bàn phím dởm nhắn_tin hay bị nhảy chữ pin thì lướt_web đọc báo thôi mà một ngày cũng sạc ít_nhất 2 lần thất_vọng,1,30/08/2019,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};,negative,0
538,sản_phẩm thiết_kế kiểu mới đẹp sang_trọng màu máy đẹp thời_trang pin lớn xài lâu hết pin,5,9/6/2020,{BATTERY#Positive};{DESIGN#Positive};,positive,1
539,sao máy chạy 4 g kém vậy mới mua 3 hôm_ức phát_điên mọi người có bị vậy không 10 tr mà chơi trò_choi giải_trí mà ức_chế qua,1,29/05/2020,{FEATURES#Negative};{PRICE#Neutral};{GENERAL#Negative};,negative,0
540,bắt sóng kém thường_xuyên khởi_động lại máy mới có 4 g sạt pin lổi hoài lúc sạt được lúc sạt không vô_pin,2,4/12/2019,{FEATURES#Negative};{BATTERY#Negative};,negative,0
541,cho hỏi máy ghi sạc nhanh nhưng sạc đầy cái máy này mất 45 h là sao vậy có_khi còn lâu hơn trc đây xài các máy khác có sạc nhanh không máy nào lại chậm đến như_vậy kể_cả a50 vẫn sạc nhanh hơn,2,15/10/2019,{BATTERY#Negative};{OTHERS};,negative,0
542,sản_phẩm nhỏ gọn vừa tay thiết_kế màu_sắc_đẹp mắt sang_trọng máy dùng rất mượt_mà chế_độ bảo_hành rất tốt_pin khỏe cảm_ứng mượt_mà phù_hợp với công_việc của mình bởi camera_sắc nét sẽ luôn ủng_hộ điện máy xanh,5,16/09/2018,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};,positive,1
543,rất ngon và tốt chiến_game rất mượt_mà chơi game không sợ tụt pin nghe gọi tốt,5,22/04/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
544,máy rất tốt_pin cao thiết_kế đẹp chơi game tốt_định mọi người nên sử_dụng những dòng vivo,5,12/12/2019,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
545,máy xài không có gì phàn_nàn chỉ mỗi tội sau 3 tháng bị hư gps phải đi bảo_hành kém,2,27/05/2017,{FEATURES#Negative};{GENERAL#Neutral};,negative,0
546,mua 1 tháng không hiểu sao lúc thì chế_độ sạc thường lúc thì chế_độ sạc nhanh hay_là do máy bị lỗi,1,14/07/2019,{BATTERY#Negative};,negative,0
547,máy quá kém cảm_ứng không nhạy_camera thì quá xấu lổi thẻ nhớ pin thấy hơi có vấn_đề xài chưa được 1 thángđổi lại máy mới pin có tốt không biết chứ pin_trụt rất nhanh khi xem video quá kém,1,13/11/2019,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};,negative,0
548,xài cùng tốt mua ngay sinh_nhật cửa thế_giới di_động được giảm xài gạt nước các nền mua nhe,5,14/07/2019,{PRICE#Positive};{GENERAL#Positive};,positive,1
549,mua điện_thoại từ ngày 288 xài đến hôm_nay cũg được gần 10 n rồi e có số nhận_xét như s nói_chung là sẽ tốt_áp về phần_lớn nhưng pin thì tuột hơi nhanh hơn mình nghỉ nhưng bù lại có sạc nhanh nên cũng bù lại được phần_nào trong time sử_dụng có đôi_lúc bị đơ lúc cắm sạc thì điện_thoại bị nóng lên không biết mn có bị như em không camera thì oppo vô_đối rồi không phải bàn nhé kết_luận điện_thoại này nếu các bạn mua vào dịp có lấy cũ đổi_mới thêm trợ_giá thì giá sẽ okey hơn chứ nếu mua với giá hơn 8 tr thì e_nghỉ không đáng để mua nhé,4,1 tuần trước,{CAMERA#Positive};{BATTERY#Neutral};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};{OTHERS};,positive,1
550,giá mua thẳng khác giá trả ghópkhi trả ghóp là tính giá kháccho xin cụ_thể thông_tin nhé shop,4,23/10/2019,{SER&ACC#Negative};,positive,1
551,mua được 6 tháng mình đã up lên muiu 11 cảm_ứng và vân_tay vẫn nhạy nhìn_chung thì với mình bản 4 g ram vẫn đa_nhiệm tốt chơi game như liên_quân vẫn tốt không bị tụt_fps nhưng không đáng_kể 10 trận mất tầm 50 pin nói_chung pin tốt chưa chai nhiều dù mình xài như phá chủ_yếu chơi game nên các tính_năng được giới_thiệu của máy mình không sử_dụng nhiều khuyên các bạn dùng thì tắt những tính_năng không cần_thiết ra đặc_biệt khi up lên muiu 11 để tránh làm giảm hiệu_năng và đốt pin không cần_thiết_y,4,27/12/2019,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{OTHERS};,positive,1
552,sản_phẩm tốt pin trâu màn_hình to rõ nét vân tay hơi chậm chụp hình tự_sướng không thành vấn_đề hút wifi tốt,5,20/07/2019,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Positive};{GENERAL#Positive};,positive,1
553,mới mua về xài tốt mà xà khoảng một tháng vô_game lâu_lâu mắt khởi_động lại chơi game nó bị đơ còn hơi bị giật phải để cấu_hình thấp mới chơi được còn pin thì để qua đêm không sạc thì giảm 5 đến 10 pin còn chụp hình thì tốt củng_tạm được mình đánh_giá cho ae chơi game nặng thì mua con khác,3,21/12/2019,{CAMERA#Positive};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};,neutral,2
554,chỉ biết nói 2 từ rất tệ_khuyên mọi người có ý_định thì nên thay_đổi mình mới mua sau 20 ngày rớt_giá cu và 2 đối_máy nhưng lỗi tin nhắn lỗi mensenge lỗi bắt sóng nói_chung không_thể tả_nổi với cái máy 14 triệu quá tệ,1,20/03/2020,{FEATURES#Negative};{PRICE#Negative};{GENERAL#Negative};,negative,0
555,sau 01 tuần trải_nghiệm tốt máy gọn_nhẹ pin trâu giá phù_hợp bộ_nhớ trong thoải_thích cảm_ứng mượt chỉ thiếu sạc nhanh thôi,5,18/04/2020,{FEATURES#Positive};{BATTERY#Neutral};{STORAGE#Positive};{DESIGN#Positive};{PRICE#Positive};,positive,1
556,mua được 16 ngày thấy điện_thoại xài rất tốt_pin 2 ngày mới sạc 1 lần mà sạc thì chỉ mất có 30 40 p thôi rất tiện_lợi,5,3 tuần trước,{BATTERY#Positive};{GENERAL#Positive};,positive,1
557,tôi mua điện_thoại 3 ngày nhưng khi nghe nhạc bằng tai_phone thì nhạc bị dấp lần nào nghe cũng bị dấpv máy có bị lỗi không ạ,3,26/06/2020,{SER&ACC#Negative};{OTHERS};,neutral,2
558,mới mua hồi sáng 112020 nói_chung máy sử_dụng mượt_mà giá lại bình_dân cám mơn nhân_viên thế_giới di_động đã phục_vụ tận_tình,5,1/1/2020,{PERFORMANCE#Positive};{PRICE#Positive};{SER&ACC#Positive};{OTHERS};,positive,1
559,sản_phẩm tốt chất_lượng dịch_vụ tuyệt_vời camera rất sáng nhân_viên lịch_sự và nhiệt_tình,5,2 tuần trước,{CAMERA#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
560,điện_thoại mới mua nhưng chỉ nghe được 1 bên loa,1,4/3/2020,{FEATURES#Negative};,negative,0
561,pin hơi yếu với thông_số 4500 mah vân tay không nhạy cho lắm còn lại thì tốt hết,4,22/03/2020,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Positive};,positive,1
562,tạm tốt chưa biết được sau_này như_thế_nào có cầm pin không có cần sạc 8 tiếng khi mới mua về không ạ,5,13/03/2020,{GENERAL#Neutral};{OTHERS};,positive,1
563,mình mua được 1 tháng nói_chung máy xài tốt màn_hình ra ngoài_trời bị mờ_hơi so với các dòng điện_thoại khác,4,2/4/2020,{SCREEN#Negative};{GENERAL#Positive};,positive,1
564,cảm_ơn tgdđ mình đã sở_hữu được note 10 vào sáng nay và kèm theo phần quà tặng quá hấp_dẫn đặc_biệt là chiếc đồng_hồ vì nó quá đẹp mà nhiều người bạn của mình đòi lấy trộm nó nhưng mình quyết không đưa còn nhận_xét về máy tốc_độ xử_lý với ram 12 g thì mình có nói gì cũng thừa thiết_kế hoa mỹ_bút spen được nhân_viên tgdđ hướng_dẫn sử_dụng quả đúng là cây viết thần_thánh vì lần đầu_tiên mình sử_dụng tuy_nhiên nhược_điểm là bút hơi nhỏ cầm thao_tác không được thỏa mái lắm nhân_viên tgdđ lễ_phép nhiệt_tình hướng_dẫn chi_tiết một lần nữa xin cảm_ơn tgdđ đã cho mình được sở_hữu một siêu_phẩm mà mình đã mơ_ướt từ lâu_nay mới thành hiện_thực,5,24/08/2019,{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};{OTHERS};,positive,1
565,tạm cảm_ứng không ngon như xiaomi chụp hình xấu hơn con realme nói_chung khá hối_hận khi mua,3,17/01/2020,{CAMERA#Negative};{FEATURES#Negative};{GENERAL#Negative};,neutral,2
566,máy sử_dụng thấy pin mau tuộtkhi_dung phím nt tốc_độ hơi chậm cảm_giác la mình đã cham rồi ma không nhảy_chữ trong khi minh_nt bấm cung không nhanh_lamcòn mọi thứ đều cảm_thấy tốtvỏ máy đẹp,5,18/06/2019,{FEATURES#Negative};{BATTERY#Negative};{DESIGN#Positive};{GENERAL#Positive};,positive,1
567,thiết_kế máy mỏng nhẹ cầm rất thoải_mái giữ lâu sạc pin nhanh chụp hình đẹp màu xanh đẹp xuất_sắc luôn,5,9/8/2020,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};,positive,1
568,mình mua cho mẹ của mình được khoảng 2 tháng tết này mới đem về cho mẹ dùng nói_chung không có gì để chê camera sau chụp ảnh chế_độ chân_dung phải nói siêu_nét siêu_đẹp làm mình khá bất_ngờ,5,29/01/2020,{CAMERA#Positive};{GENERAL#Positive};{OTHERS};,positive,1
569,máy dầy cầm đầm tay cảm_ứng nhạy có_khi chỉ cần chạm nhẹ màn_hình là đã nhảy_màn đẹp màu đen sâu_pin sử_dụng thoải_mái trong 1 ngày kết_nối mạng và wifi tốt sóng khỏe_tác vụ thông_thường mượt mà miui nhiều theme đẹp hay camera sau chụp chấp_nhận được camera trước bệt màu video call xấu màu_da nhợt_nhạt nhân_viên nhiệt_tình thân_thiện lễ_phép đã mua tại điện_máy xanh xã hòa_khánh huyện cái bè tỉnh tiền_giang,5,14/06/2019,{SCREEN#Positive};{CAMERA#Negative};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{SER&ACC#Positive};{OTHERS};,positive,1
570,sau đây là đánh_giá chung về máy sau 10 ngày dùng pin trâu nghe gọi to rõ cảm_biến vân_tay và khuân_mặt khá nhạy_dùng và sạc_pin chỉ ấm nhẹ pin sạc từ 0100 là 3 hcam chụp tạm được lưu_ảnh ở chế_độ làm_đẹp chậm loa nghe nhạc không hay máy nặng mặt sau bóng rất dễ trầy,4,14/11/2019,{CAMERA#Negative};{FEATURES#Neutral};{BATTERY#Neutral};{DESIGN#Negative};,positive,1
571,mình xài được 3 tháng không thấy lỗi gì kể_cả lỗi_loạn cảm_ứng như mấy bạn kia nói mình cắm tai nghe vào lướt wed bt chơi game_mượt mỗi tội camera trướt hơi xấucamera sau khỏi bàn nét cựcchơi game mượt như gái 18 đối và giá này không đòi_hỏi cao,5,6/4/2020,{CAMERA#Neutral};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Neutral};,positive,1
572,sản_phẩm thời bây_giờ mẫu khá tốt_giá hơn 3 triệu đồng mà không có cảm_biến_la bàn_hơi tiếc_cảm_ứng thì lỳ thao_tác vuốt nhận lệnh chậm,1,17/05/2020,{FEATURES#Negative};{DESIGN#Positive};{PRICE#Neutral};,negative,0
573,sản_phẩm tốt dùng tốt nên mua nha pin hơi ít máy đẹp cấu_hình cao màn_hình đẹp sáng chụp hình tuyệt,5,29/01/2020,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,positive,1
574,pin trâu camera đủ dùng máy đẹp đúng như quảng_cáo tư_ván bảo_hành tốt với cấu_hình này giá hợp_lý,5,17/04/2020,{CAMERA#Positive};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Positive};{SER&ACC#Positive};,positive,1
575,máy xài qua tốt nhất là pin trâu xứng_đáng với đồng_tiền nhân_viên rất nhiệt_tình,5,25/12/2019,{BATTERY#Positive};{PRICE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
576,lâu_lâu nó bị đơ chơi game thì cũng tốt_định camera còn dởm sau xài mấy tháng nay tui thấy pin không tốt_định lắm sóng wifi còn yếu mức tiền khá tốt nhân_viên thì rất dễ_thương và thân_thiện nên tui đánh_giá 4 sao,4,13/02/2020,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Neutral};{PRICE#Positive};{SER&ACC#Positive};,positive,1
577,mình là người xài cái j2 prime hơn 3 năm mới đổi sang con này nhưng mới mua được 1 ngày 186 mà có nhiều thứ rất kém màn_hình thì không sắc nét mờ_mờ so với j2 prime còn thua nữa thì nói gì đây pin mau tụt camera 48 p mà rất kém luôncảm_ứng không có nhạy_máy nhìn đẹp nhưng mọi thứ điều kém do ck mình đi mua giờ đổi lại_lại mất_phí chứ gặp mình đã không mua rồi mới 1 ngày mà đã kém rồi,1,19/06/2020,{SCREEN#Neutral};{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};{OTHERS};,negative,0
578,mới dùng được 2 tuần tuần đầu camera hay đơ và nóng_máy tuần thứ 2 camera thi_thoảng bị đơ máy cũng hay bị đơ không lm gì được phải khơi_động lại lâu_lâu máy nóng và khi nóng chắc_chắn bị đơ thi_thoảng bị lỗi âm_thanh không nhận driver âm_thanh mất cả loa trong và loa ngoài mất rung luôn xin hỏi admin như_vậy bị gì ạ,4,2/7/2020,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{OTHERS};,positive,1
579,lúc đầu mua thì tốt cỡ 2 3 tháng là nó hao_pin lúc đầu sạc 2 tiếng khoảng 2 3 tháng sạc 2 tiếng rưỡi 3 tiếng xài được thời_gian sẽ bị giật_xài kém muốn đổi cái khác,3,21/03/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};,neutral,2
580,máy tốt xài tốt pin xài trâu nếu sử_dụng để lướt_web nghe nhạc rất phù_hợp cho những bạn có nhu_cầu học_online và thực_hiện các tác_tác vụ nhẹ,4,19/04/2020,{BATTERY#Positive};{GENERAL#Positive};,positive,1
581,mọi thứ đều tốt nhân_viên tư_vấn nhiệt_tình nhưng hơi thất_vọng về màn_hình_độ phân_giải có hd lại còn tấm nền tft,4,4/3/2020,{SCREEN#Negative};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
582,máy toàn không nhận_dạng được vân_tay đã được đổi máy mới mà máy mới cũng bị dính lỗi như_vậy bỏ ra hơn chục triệu mà được cái máy quá chánquá thất_vọng về 7 plus,1,1/3/2020,{FEATURES#Negative};{PRICE#Negative};{GENERAL#Negative};,negative,0
583,mua điện_thoại về được 2 ngày pin nhanh hếtvân tay không đượcgame thì không chơi được có cách nào đó khắc_phục được pin không ad mình tắt_khóa màn_hình chỉ vuốt mở khóa_độ sáng màn_hình thấp_tắt hết ứng_dụng không cần tắt ứng_dụng chạy ngầm giảm thời_gian chờ xuống 30 s rồi,1,30/07/2019,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{OTHERS};,negative,0
584,máy kém chất_lượng chíp yếu chơi game giật lác lòi mắt 45 tr quá đắt_xaeomi với tầm giá 45 tr dùng tốt hơn nhiều với đà này mình sẽ giới_thiệu sản_phẩm cho nhiều người biết hơn để góp_phần tạo cơ_hội cho oppo biến mất khỏi thị_trường,1,7/5/2020,{PERFORMANCE#Negative};{PRICE#Negative};{GENERAL#Negative};{SER&ACC#Negative};,negative,0
585,máy đẹp chắc_chắn phù_hợp với người có_tuổi mình mới mua cho bố mình ông rất hài_lòng và khen chữ to dùng thích hơn nokia,5,11/10/2019,{FEATURES#Positive};{DESIGN#Positive};{OTHERS};,positive,1
586,mua và sử_dụng được 1 tuần thì mk thấy con reno3 này không có j để chê với 1 người chỉ dùng các tính_năng thông_dụng hằng ngày và chơi 1 vài game nhẹ còn chơi mấy game nặng thì chưa biết vì không chơi game j cả,5,3/7/2020,{PERFORMANCE#Neutral};,positive,1
587,khuyên mn không nên mua máy này máy mới mà đơ giật giật kinh_khủng_chữ tự nhảy ảm_ứng kém bắt wifi kém loa bé,1,3/4/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,negative,0
588,1 sản_phẩm dành cho thông mình mà dùng không khác_gì máy cục gạchlỗi facebook không nhận được thoonh báo trong khi đanh dùng và messager khi khóa màn_hình không nhận được tin nhắn cũng như cuộc_gọi messenger,1,4/8/2020,{PERFORMANCE#Negative};{GENERAL#Negative};,negative,0
589,lúc đầu thì tốt như quảng_cáo từ khi cập_nhật phần_mềm thì chậm như rùa bò không_thể chơi được game có cách nào khắc_phục được lỗi này không làm ơn chỉ giúp lời khuyên cho những_ai mua nó đừng có nâng_cấp phần_mềm,1,17/07/2020,{PERFORMANCE#Neutral};{OTHERS};,negative,0
